time,temperature_2m,relativehumidity_2m,rain,soil_temperature_0_to_7cm,soil_moisture
2023-01-03 17:00:00,21.09,57.47,2.83,23.66,54.44
2023-01-03 18:00:00,24.78,39.62,2.98,24.06,53.47
2023-01-03 19:00:00,21.86,47.97,2.22,24.95,53.22
2023-01-03 20:00:00,23.86,63.05,2.49,23.72,53.84
2023-01-03 21:00:00,21.8,39.45,2.2,22.57,54.88
2023-01-03 22:00:00,24.26,31.26,2.16,23.95,54.08
2023-01-03 23:00:00,21.6,53.17,2.89,23.62,54.49
2023-01-04 00:00:00,24.05,64.29,2.79,22.33,54.92
2023-01-04 01:00:00,21.07,60.91,2.87,23.41,54.52
2023-01-04 02:00:00,24.82,68.31,2.06,24.84,53.16
2023-01-04 03:00:00,20.33,34.93,2.98,23.9,54.96
2023-01-04 04:00:00,21.72,44.33,2.47,22.45,54.24
2023-01-04 05:00:00,23.06,62.8,2.77,23.68,54.03
2023-01-04 06:00:00,20.71,31.94,2.63,23.81,53.38
2023-01-04 07:00:00,22.8,32.89,2.73,22.53,53.67
2023-01-04 08:00:00,24.39,38.66,2.38,23.94,53.3
2023-01-04 09:00:00,22.42,61.97,2.65,22.79,54.72
2023-01-04 10:00:00,20.74,50.82,2.3,23.61,54.75
2023-01-04 11:00:00,23.63,55.25,2.87,24.78,54.54
2023-01-04 12:00:00,20.31,57.82,2.47,24.91,53.26
2023-01-04 13:00:00,21.87,49.6,2.33,22.39,53.63
2023-01-04 14:00:00,24.77,36.6,2.65,22.66,53.27
2023-01-04 15:00:00,22.08,65.44,2.11,22.08,53.42
2023-01-04 16:00:00,23.28,49.77,2.5,22.39,53.86
2023-01-04 17:00:00,20.6,57.03,2.31,24.7,54.23
2023-01-04 18:00:00,23.37,61.41,2.46,22.29,54.4
2023-01-04 19:00:00,24.76,64.4,2.29,22.16,53.33
2023-01-04 20:00:00,21.86,46.48,2.64,22.3,54.84
2023-01-04 21:00:00,23.89,47.09,2.85,23.86,54.62
2023-01-04 22:00:00,24.16,63.89,2.02,22.52,54.61
2023-01-04 23:00:00,24.55,67.51,2.88,23.55,54.78
2023-01-05 00:00:00,22.54,58.42,2.33,22.83,54.85
2023-01-05 01:00:00,20.01,53.43,2.77,22.13,53.41
2023-01-05 02:00:00,22.97,42.95,2.24,24.06,53.13
2023-01-05 03:00:00,24.12,48.49,2.26,24.33,53.65
2023-01-05 04:00:00,23.23,69.92,2.69,23.81,53.23
2023-01-05 05:00:00,21.53,58.61,2.15,23.17,53.87
2023-01-05 06:00:00,22.39,31.23,2.44,23.72,54.09
2023-01-05 07:00:00,21.36,41.09,2.49,22.95,54.41
2023-01-05 08:00:00,23.84,52.68,2.38,23.4,54.13
2023-01-05 09:00:00,20.34,62.77,2.21,24.83,53.6
2023-01-05 10:00:00,24.61,36.18,2.45,22.58,53.28
2023-01-05 11:00:00,20.62,41.37,2.3,22.32,53.05
2023-01-05 12:00:00,20.38,60.7,2.08,22.15,54.32
2023-01-05 13:00:00,21.99,45.9,2.86,23.28,53.84
2023-01-05 14:00:00,20.58,31.3,2.44,23.35,53.45
2023-01-05 15:00:00,23.2,39.43,2.69,23.47,54.05
2023-01-05 16:00:00,23.89,63.16,2.64,23.13,54.91
2023-01-05 17:00:00,24.44,36.16,2.42,24.7,54.51
2023-01-05 18:00:00,21.63,37.84,2.41,22.48,53.23
2023-01-05 19:00:00,24.89,43.35,2.95,23.91,54.14
2023-01-05 20:00:00,21.45,49.71,2.58,23.49,53.17
2023-01-05 21:00:00,21.53,60.36,2.55,22.62,54.1
2023-01-05 22:00:00,20.76,59.56,2.13,24.59,53.29
2023-01-05 23:00:00,20.04,49.92,2.12,24.24,54.08
2023-01-06 00:00:00,22.66,45.69,2.94,23.92,54.41
2023-01-06 01:00:00,23.17,37.32,2.61,22.76,53.54
2023-01-06 02:00:00,23.1,35.38,2.21,22.13,54.92
2023-01-06 03:00:00,20.62,65.34,2.7,24.99,53.86
2023-01-06 04:00:00,23.89,59.06,2.31,22.56,54.34
2023-01-06 05:00:00,23.84,30.57,2.37,22.53,54.38
2023-01-06 06:00:00,22.02,49.25,2.62,24.99,54.57
2023-01-06 07:00:00,21.66,48.86,2.58,23.51,54.05
2023-01-06 08:00:00,23.81,48.79,2.48,23.66,53.46
2023-01-06 09:00:00,21.5,36.39,2.05,23.01,54.1
2023-01-06 10:00:00,20.37,32.43,2.73,24.64,53.66
2023-01-06 11:00:00,21.16,67.06,2.24,24.15,54.99
2023-01-06 12:00:00,21.29,43.4,2.19,22.53,54.59
2023-01-06 13:00:00,23.91,34.79,2.88,22.61,53.72
2023-01-06 14:00:00,21.76,37.42,2.6,22.03,53.67
2023-01-06 15:00:00,22.15,54.92,2.61,23.75,54.98
2023-01-06 16:00:00,23.72,46.49,2.89,23.32,53.62
2023-01-06 17:00:00,21.5,64.67,2.07,23.0,54.31
2023-01-06 18:00:00,21.69,34.44,2.62,22.09,53.34
2023-01-06 19:00:00,21.09,68.72,2.74,23.96,54.2
2023-01-06 20:00:00,24.52,46.61,2.35,23.53,53.44
2023-01-06 21:00:00,24.67,65.92,2.57,23.01,53.33
2023-01-06 22:00:00,23.85,62.17,2.98,24.14,53.78
2023-01-06 23:00:00,21.77,59.67,2.81,24.6,53.64
2023-01-07 00:00:00,21.96,40.42,2.14,23.23,54.62
2023-01-07 01:00:00,22.87,66.03,2.54,22.11,53.88
2023-01-07 02:00:00,23.96,59.48,2.04,22.53,54.13
2023-01-07 03:00:00,21.61,56.51,2.29,24.26,54.82
2023-01-07 04:00:00,23.66,62.32,2.18,24.88,53.85
2023-01-07 05:00:00,24.47,49.35,2.92,23.84,54.78
2023-01-07 06:00:00,20.22,58.14,2.04,24.29,54.0
2023-01-07 07:00:00,22.07,68.43,2.07,24.76,54.52
2023-01-07 08:00:00,20.35,69.68,2.11,23.1,53.67
2023-01-07 09:00:00,22.12,40.17,2.11,24.25,54.9
2023-01-07 10:00:00,20.99,65.89,2.61,24.55,54.95
2023-01-07 11:00:00,21.86,34.92,2.25,23.1,53.46
2023-01-07 12:00:00,21.0,35.17,2.44,23.81,53.79
2023-01-07 13:00:00,24.55,56.8,2.16,23.77,53.77
2023-01-07 14:00:00,20.22,40.47,2.54,24.37,53.21
2023-01-07 15:00:00,23.44,52.9,2.15,23.99,53.99
2023-01-07 16:00:00,24.05,33.02,2.86,24.95,54.49
2023-01-07 17:00:00,24.92,67.71,2.54,24.4,54.5
2023-01-07 18:00:00,21.34,67.05,2.56,23.93,54.87
2023-01-07 19:00:00,23.37,64.46,2.65,22.87,53.17
2023-01-07 20:00:00,21.99,54.73,2.84,23.46,54.19
2023-01-07 21:00:00,24.15,58.84,2.83,22.69,53.33
2023-01-07 22:00:00,20.13,53.18,2.9,23.31,54.31
2023-01-07 23:00:00,20.02,35.8,2.26,22.63,53.72
2023-01-08 00:00:00,23.39,30.46,2.13,23.31,54.37
2023-01-08 01:00:00,22.83,42.96,2.19,24.6,54.18
2023-01-08 02:00:00,20.64,43.12,2.06,22.28,53.15
2023-01-08 03:00:00,23.53,59.43,2.81,22.86,54.25
2023-01-08 04:00:00,24.48,32.45,2.93,23.57,53.19
2023-01-08 05:00:00,20.96,34.37,2.27,22.83,54.13
2023-01-08 06:00:00,23.13,43.94,2.03,24.97,54.43
2023-01-08 07:00:00,20.81,61.26,2.28,22.45,54.14
2023-01-08 08:00:00,24.38,52.48,2.81,23.1,54.93
2023-01-08 09:00:00,24.8,53.25,2.94,24.79,54.78
2023-01-08 10:00:00,22.94,53.94,2.63,22.23,53.33
2023-01-08 11:00:00,22.19,41.9,2.75,24.05,54.74
2023-01-08 12:00:00,21.1,43.07,2.98,23.7,54.61
2023-01-08 13:00:00,22.4,35.33,2.92,23.67,54.88
2023-01-08 14:00:00,20.43,55.44,2.74,23.93,53.74
2023-01-08 15:00:00,23.48,43.91,2.1,23.17,54.6
2023-01-08 16:00:00,22.49,66.66,2.91,24.14,54.5
2023-01-08 17:00:00,21.51,31.64,2.76,23.37,54.35
2023-01-08 18:00:00,20.95,36.14,2.59,23.61,54.12
2023-01-08 19:00:00,21.28,66.8,2.03,24.96,53.06
2023-01-08 20:00:00,22.45,62.35,2.94,24.15,53.86
2023-01-08 21:00:00,21.28,52.49,2.89,23.11,53.55
2023-01-08 22:00:00,22.66,43.7,2.78,22.92,53.59
2023-01-08 23:00:00,20.29,60.99,2.56,22.26,53.04
2023-01-09 00:00:00,23.56,65.13,2.26,24.01,54.44
2023-01-09 01:00:00,21.8,45.67,2.19,23.67,54.87
2023-01-09 02:00:00,21.71,69.99,2.6,24.01,53.63
2023-01-09 03:00:00,24.03,61.32,2.03,24.94,53.43
2023-01-09 04:00:00,23.05,52.68,2.63,24.78,54.22
2023-01-09 05:00:00,24.76,54.42,2.21,22.24,53.48
2023-01-09 06:00:00,21.45,45.83,2.56,23.79,54.08
2023-01-09 07:00:00,23.74,53.95,2.76,24.66,54.68
2023-01-09 08:00:00,20.08,54.43,2.31,22.61,53.06
2023-01-09 09:00:00,23.1,40.52,2.57,23.87,53.99
2023-01-09 10:00:00,21.86,65.96,2.17,24.63,53.4
2023-01-09 11:00:00,24.73,41.2,2.46,23.47,53.36
2023-01-09 12:00:00,22.73,35.84,2.35,22.87,54.37
2023-01-09 13:00:00,20.23,64.48,2.07,23.45,53.87
2023-01-09 14:00:00,20.08,32.66,2.45,22.67,53.06
2023-01-09 15:00:00,22.12,66.23,2.28,24.92,53.01
2023-01-09 16:00:00,23.51,42.45,2.87,22.43,54.57
2023-01-09 17:00:00,22.56,42.97,2.43,24.34,53.08
2023-01-09 18:00:00,24.11,46.84,2.25,23.88,54.25
2023-01-09 19:00:00,20.22,36.87,2.8,24.19,54.11
2023-01-09 20:00:00,22.06,66.64,2.78,23.18,54.78
2023-01-09 21:00:00,23.22,62.0,2.95,23.06,54.78
2023-01-09 22:00:00,21.71,54.26,2.73,22.32,53.93
2023-01-09 23:00:00,20.23,66.43,2.33,24.53,53.02
2023-01-10 00:00:00,24.87,44.67,2.63,24.84,53.76
2023-01-10 01:00:00,23.82,31.46,2.83,23.28,54.92
2023-01-10 02:00:00,20.0,41.96,2.92,24.37,53.72
2023-01-10 03:00:00,21.01,42.68,2.88,22.64,54.46
2023-01-10 04:00:00,24.01,67.42,2.34,22.89,53.5
2023-01-10 05:00:00,21.48,56.45,2.65,24.75,54.17
2023-01-10 06:00:00,24.12,65.95,2.18,24.48,53.37
2023-01-10 07:00:00,24.22,38.56,2.58,24.48,54.3
2023-01-10 08:00:00,22.62,31.44,2.01,23.93,53.63
2023-01-10 09:00:00,24.98,30.06,2.33,24.63,54.77
2023-01-10 10:00:00,21.34,44.21,2.65,24.95,53.37
2023-01-10 11:00:00,20.6,58.16,2.16,23.11,53.36
2023-01-10 12:00:00,22.65,30.91,2.81,23.64,53.27
2023-01-10 13:00:00,20.34,54.06,2.99,22.71,53.05
2023-01-10 14:00:00,22.48,32.19,2.15,22.57,54.94
2023-01-10 15:00:00,21.47,50.06,2.17,24.53,54.29
2023-01-10 16:00:00,22.76,55.75,2.5,24.95,54.22
2023-01-10 17:00:00,24.62,57.21,2.48,22.55,54.36
2023-01-10 18:00:00,22.71,58.04,2.37,24.42,53.04
2023-01-10 19:00:00,21.72,30.16,2.39,23.09,54.58
2023-01-10 20:00:00,23.81,37.13,2.33,23.25,53.65
2023-01-10 21:00:00,24.15,57.03,2.08,24.83,54.21
2023-01-10 22:00:00,23.11,44.59,2.62,22.43,53.28
2023-01-10 23:00:00,22.79,63.17,2.65,22.32,54.43
2023-01-11 00:00:00,24.38,48.11,2.96,23.64,54.97
2023-01-11 01:00:00,22.49,47.64,2.92,23.49,54.5
2023-01-11 02:00:00,24.79,30.13,2.64,23.0,53.49
2023-01-11 03:00:00,24.18,52.47,2.48,25.0,53.85
2023-01-11 04:00:00,21.71,54.89,2.95,22.56,54.57
2023-01-11 05:00:00,22.49,66.56,2.72,24.83,54.44
2023-01-11 06:00:00,22.64,34.51,2.88,22.19,53.54
2023-01-11 07:00:00,20.05,38.75,2.03,24.17,54.34
2023-01-11 08:00:00,22.62,42.99,2.1,23.38,53.15
2023-01-11 09:00:00,21.17,54.59,2.73,22.03,54.05
2023-01-11 10:00:00,23.01,61.51,2.09,23.22,54.69
2023-01-11 11:00:00,22.54,49.08,2.87,22.62,53.65
2023-01-11 12:00:00,21.36,35.31,2.44,22.63,54.27
2023-01-11 13:00:00,20.35,63.64,2.87,22.46,53.83
2023-01-11 14:00:00,22.76,60.51,2.54,24.73,54.46
2023-01-11 15:00:00,20.91,51.64,2.47,24.87,53.33
2023-01-11 16:00:00,22.9,43.39,2.28,24.33,54.21
2023-01-11 17:00:00,23.74,36.86,2.77,24.28,54.04
2023-01-11 18:00:00,23.28,37.36,2.22,24.39,54.84
2023-01-11 19:00:00,20.03,62.17,2.18,22.47,54.94
2023-01-11 20:00:00,24.17,47.24,2.1,24.34,53.44
2023-01-11 21:00:00,20.08,64.53,2.55,23.85,54.6
2023-01-11 22:00:00,23.95,54.97,2.56,24.4,53.36
2023-01-11 23:00:00,20.9,60.15,2.07,24.76,53.61
2023-01-12 00:00:00,24.3,36.71,2.0,22.8,54.92
2023-01-12 01:00:00,21.5,38.48,2.07,24.14,53.6
2023-01-12 02:00:00,20.64,58.66,2.72,22.34,54.67
2023-01-12 03:00:00,21.26,42.56,2.44,24.95,54.9
2023-01-12 04:00:00,21.19,40.98,2.11,22.84,53.48
2023-01-12 05:00:00,21.23,62.04,2.53,23.38,53.31
2023-01-12 06:00:00,23.04,42.72,2.12,24.81,54.2
2023-01-12 07:00:00,24.36,45.86,2.21,24.5,53.55
2023-01-12 08:00:00,22.27,59.79,2.7,24.76,53.43
2023-01-12 09:00:00,23.79,50.13,2.02,23.66,53.37
2023-01-12 10:00:00,22.89,33.16,2.74,23.26,53.37
2023-01-12 11:00:00,20.96,67.12,2.22,24.6,53.3
2023-01-12 12:00:00,24.42,43.3,2.94,23.66,53.33
2023-01-12 13:00:00,21.4,56.54,2.37,23.77,53.87
2023-01-12 14:00:00,20.11,54.25,3.0,22.54,53.76
2023-01-12 15:00:00,24.17,69.51,2.19,23.18,54.0
2023-01-12 16:00:00,21.04,62.92,2.47,23.54,53.99
2023-01-12 17:00:00,22.32,51.08,2.63,24.64,54.18
2023-01-12 18:00:00,24.25,61.68,2.97,23.13,53.69
2023-01-12 19:00:00,24.39,69.64,2.94,24.09,53.67
2023-01-12 20:00:00,24.36,43.43,2.67,23.46,54.54
2023-01-12 21:00:00,24.01,69.32,2.37,24.47,53.09
2023-01-12 22:00:00,20.33,63.56,2.86,23.0,54.83
2023-01-12 23:00:00,20.52,48.07,2.01,24.53,54.95
2023-01-13 00:00:00,23.87,48.94,2.3,24.2,53.06
2023-01-13 01:00:00,22.5,63.08,2.21,23.92,54.06
2023-01-13 02:00:00,23.32,56.02,2.76,24.29,53.88
2023-01-13 03:00:00,20.52,62.96,2.63,22.21,54.77
2023-01-13 04:00:00,23.96,39.82,2.81,23.84,54.56
2023-01-13 05:00:00,22.09,55.48,2.49,24.84,53.66
2023-01-13 06:00:00,21.12,53.14,2.66,23.68,53.61
2023-01-13 07:00:00,22.36,65.09,2.16,24.45,53.24
2023-01-13 08:00:00,21.63,42.49,2.03,23.04,54.44
2023-01-13 09:00:00,21.17,49.93,2.98,23.36,54.24
2023-01-13 10:00:00,22.89,48.01,2.34,24.99,53.26
2023-01-13 11:00:00,23.99,63.65,2.6,24.33,54.51
2023-01-13 12:00:00,24.34,67.74,2.84,22.49,54.3
2023-01-13 13:00:00,22.47,45.9,2.8,22.49,54.68
2023-01-13 14:00:00,20.9,52.13,2.89,23.27,54.58
2023-01-13 15:00:00,24.0,66.65,2.29,24.22,53.23
2023-01-13 16:00:00,22.39,39.4,2.8,24.87,54.12
2023-01-13 17:00:00,23.91,64.98,2.62,22.76,54.14
2023-01-13 18:00:00,23.37,42.8,2.79,23.13,53.5
2023-01-13 19:00:00,21.25,55.39,3.0,24.15,53.15
2023-01-13 20:00:00,23.94,41.76,2.58,23.58,54.89
2023-01-13 21:00:00,23.97,66.37,2.27,23.09,54.02
2023-01-13 22:00:00,20.25,35.66,2.89,23.89,53.08
2023-01-13 23:00:00,21.34,33.84,2.76,22.78,54.12
2023-01-14 00:00:00,24.2,35.03,2.62,23.76,53.65
2023-01-14 01:00:00,23.31,50.48,2.4,24.72,54.18
2023-01-14 02:00:00,21.57,54.88,2.69,22.82,53.63
2023-01-14 03:00:00,22.48,45.59,2.27,24.26,54.75
2023-01-14 04:00:00,24.56,34.08,2.82,24.45,54.95
2023-01-14 05:00:00,24.08,56.52,2.16,23.46,54.95
2023-01-14 06:00:00,20.51,34.56,2.14,23.97,54.2
2023-01-14 07:00:00,23.14,51.35,2.66,23.86,54.05
2023-01-14 08:00:00,22.22,43.51,2.2,23.2,53.8
2023-01-14 09:00:00,20.37,43.32,2.01,23.62,53.61
2023-01-14 10:00:00,22.53,33.86,2.01,23.23,54.38
2023-01-14 11:00:00,22.08,61.7,2.97,23.96,53.95
2023-01-14 12:00:00,21.49,33.98,2.43,23.87,54.64
2023-01-14 13:00:00,20.64,41.28,2.37,22.51,54.35
2023-01-14 14:00:00,24.22,40.77,2.77,24.43,53.51
2023-01-14 15:00:00,24.33,46.17,2.47,23.98,54.42
2023-01-14 16:00:00,24.39,62.24,2.2,23.2,54.83
2023-01-14 17:00:00,24.49,50.71,2.4,23.31,53.9
2023-01-14 18:00:00,22.48,49.69,2.59,22.31,53.89
2023-01-14 19:00:00,22.19,45.3,2.88,22.14,54.33
2023-01-14 20:00:00,22.91,38.66,2.65,24.66,53.68
2023-01-14 21:00:00,23.19,53.98,2.35,24.16,53.74
2023-01-14 22:00:00,21.67,66.32,2.96,24.27,53.26
2023-01-14 23:00:00,22.64,60.56,2.97,24.64,54.5
2023-01-15 00:00:00,21.33,60.04,2.63,23.83,53.08
2023-01-15 01:00:00,20.78,31.24,2.04,23.04,53.39
2023-01-15 02:00:00,22.04,43.88,2.14,24.52,54.34
2023-01-15 03:00:00,23.02,31.48,2.88,24.89,54.45
2023-01-15 04:00:00,24.92,40.38,2.09,23.73,53.36
2023-01-15 05:00:00,23.56,33.65,2.45,23.78,53.46
2023-01-15 06:00:00,22.33,45.96,2.04,23.73,54.38
2023-01-15 07:00:00,23.51,48.26,2.34,22.26,54.92
2023-01-15 08:00:00,23.62,36.64,2.64,22.82,54.99
2023-01-15 09:00:00,23.86,68.02,2.71,23.61,54.27
2023-01-15 10:00:00,20.94,59.88,2.08,22.04,54.76
2023-01-15 11:00:00,20.12,36.37,2.64,23.1,54.47
2023-01-15 12:00:00,22.01,66.79,2.19,23.3,53.02
2023-01-15 13:00:00,24.95,64.93,2.21,23.6,54.21
2023-01-15 14:00:00,20.83,38.51,2.73,22.73,54.16
2023-01-15 15:00:00,20.23,44.5,2.81,22.75,53.47
2023-01-15 16:00:00,21.44,62.32,2.96,24.43,54.92
2023-01-15 17:00:00,24.64,55.23,2.23,24.79,54.04
2023-01-15 18:00:00,20.88,53.22,2.44,22.4,54.44
2023-01-15 19:00:00,23.94,61.9,2.3,23.62,53.31
2023-01-15 20:00:00,22.86,40.87,2.39,22.65,54.55
2023-01-15 21:00:00,21.75,49.55,2.06,23.55,53.35
2023-01-15 22:00:00,23.24,64.46,2.94,24.02,53.32
2023-01-15 23:00:00,22.27,69.61,2.51,22.88,54.82
2023-01-16 00:00:00,23.66,43.85,2.94,23.8,53.65
2023-01-16 01:00:00,24.77,54.36,2.62,24.54,54.53
2023-01-16 02:00:00,21.56,30.45,2.44,24.94,54.14
2023-01-16 03:00:00,22.14,41.54,2.64,22.46,54.35
2023-01-16 04:00:00,20.86,47.89,2.99,22.02,54.57
2023-01-16 05:00:00,20.38,37.21,2.85,23.3,54.5
2023-01-16 06:00:00,23.95,56.12,2.68,22.69,54.6
2023-01-16 07:00:00,20.27,51.89,2.28,22.51,53.78
2023-01-16 08:00:00,23.62,53.97,2.64,24.91,54.07
2023-01-16 09:00:00,22.24,30.66,2.92,23.7,54.35
2023-01-16 10:00:00,20.17,66.58,2.93,24.45,53.6
2023-01-16 11:00:00,24.1,65.78,2.12,23.43,53.93
2023-01-16 12:00:00,24.34,31.26,2.8,24.65,53.65
2023-01-16 13:00:00,22.46,67.06,2.85,23.06,53.35
2023-01-16 14:00:00,22.45,53.51,2.15,22.33,54.54
2023-01-16 15:00:00,21.58,48.16,2.79,24.3,53.92
2023-01-16 16:00:00,21.17,43.22,2.19,24.51,53.56
2023-01-16 17:00:00,20.15,48.54,2.28,22.78,54.87
2023-01-16 18:00:00,24.89,61.33,2.44,24.71,54.58
2023-01-16 19:00:00,24.1,33.83,2.25,23.24,53.88
2023-01-16 20:00:00,24.42,31.16,2.05,24.67,53.76
2023-01-16 21:00:00,24.38,40.97,2.98,23.95,54.04
2023-01-16 22:00:00,20.89,60.13,2.7,22.07,53.19
2023-01-16 23:00:00,21.29,64.94,2.84,24.66,53.74
2023-01-17 00:00:00,24.15,55.96,2.53,24.69,54.19
2023-01-17 01:00:00,24.58,45.46,2.89,22.83,54.59
2023-01-17 02:00:00,21.62,68.13,2.26,23.46,54.82
2023-01-17 03:00:00,24.82,44.66,2.61,23.6,54.52
2023-01-17 04:00:00,22.63,68.95,2.68,22.39,53.03
2023-01-17 05:00:00,20.41,64.72,2.0,23.43,54.26
2023-01-17 06:00:00,22.33,63.23,2.06,22.49,54.07
2023-01-17 07:00:00,23.52,55.25,2.11,23.92,53.02
2023-01-17 08:00:00,24.39,50.36,2.86,23.03,54.95
2023-01-17 09:00:00,22.14,55.96,2.48,22.53,54.52
2023-01-17 10:00:00,21.5,39.73,2.67,22.44,53.33
2023-01-17 11:00:00,22.95,64.09,2.21,23.59,54.85
2023-01-17 12:00:00,22.25,51.37,2.97,22.41,53.98
2023-01-17 13:00:00,21.14,67.03,2.19,22.48,54.76
2023-01-17 14:00:00,22.02,65.61,2.46,23.62,53.44
2023-01-17 15:00:00,24.57,61.32,2.42,23.25,54.42
2023-01-17 16:00:00,23.68,36.07,2.87,24.19,53.91
2023-01-17 17:00:00,23.79,37.52,2.36,23.7,53.35
2023-01-17 18:00:00,21.32,37.36,2.93,23.15,53.35
2023-01-17 19:00:00,24.1,47.96,2.7,22.37,53.28
2023-01-17 20:00:00,24.12,30.49,2.64,23.84,54.53
2023-01-17 21:00:00,21.21,34.88,2.9,23.59,54.88
2023-01-17 22:00:00,23.05,51.15,2.61,22.46,53.4
2023-01-17 23:00:00,23.86,68.37,2.45,23.94,54.68
2023-01-18 00:00:00,23.08,65.68,2.34,22.7,53.94
2023-01-18 01:00:00,24.31,51.68,2.81,23.44,54.12
2023-01-18 02:00:00,24.41,60.92,2.21,24.68,53.2
2023-01-18 03:00:00,21.94,42.52,2.06,24.97,54.91
2023-01-18 04:00:00,22.01,49.94,2.34,23.89,53.85
2023-01-18 05:00:00,22.31,34.54,2.76,22.06,53.89
2023-01-18 06:00:00,20.22,63.97,2.19,23.04,53.39
2023-01-18 07:00:00,22.09,69.8,2.91,23.66,54.24
2023-01-18 08:00:00,21.28,44.75,2.02,22.95,54.68
2023-01-18 09:00:00,24.48,31.24,2.89,23.59,53.93
2023-01-18 10:00:00,24.59,33.75,2.65,23.71,54.42
2023-01-18 11:00:00,22.11,45.05,2.77,24.93,53.44
2023-01-18 12:00:00,23.46,40.09,2.27,23.75,54.89
